Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Biswas, R Hazra, S Prasad, ...","A Level Set Model Driven by New Signed Pressure Force Function for Image Segmentation",2021,"… National Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9530100/","",101,"2025-12-30 10:15:01","","","","",,,,,0,0.00,0,4,4,"An image segmentation model using histogram-based image fitting (HF) energy is proposed to identify objects with poorly defined boundaries. The proposed energy model considers an …","https://ieeexplore.ieee.org/iel7/9530003/9530009/09530100.pdf","https://scholar.google.com/scholar?q=related:tYsuGOfVuoQJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"P Das, T Bhumarkar, R Tiwari, M Singh, S Prasad","From Kindness to Chaos: An Analysis of Prosocial and Aggressive Driving Behaviors Among Indian Motorists",,"papers.ssrn.com","","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4403299","",102,"2025-12-30 10:15:01","","","","",,,,,0,0.00,0,5,,"The study explore how personality traits influence driving behavior in Indian drivers, specifically focusing on the relationship between personality traits and safe and unsafe …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4403299","https://scholar.google.com/scholar?q=related:XKut2dZD7FUJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"Y Zhong¹, T Chail, S Prasad, ...","Different Dimension Issues in Deep",2021,"Biometric Recognition: 15th …","books.google.com","https://books.google.com/books?hl=en&lr=&id=nGNCEAAAQBAJ&oi=fnd&pg=PA295&dq=%22shitala+prasad%22&ots=VIhxOPKEed&sig=Udazg69bCqhLY-KBGL9fhmFnIC4","",103,"2025-12-30 10:15:01","","","","",,,,,0,0.00,0,4,4,"Hand-crafted approaches were the dominating solutions and recently, more convolutional neural network (CNN)-based methods have been proposed for finger-vein recognition …","","https://scholar.google.com/scholar?q=related:WK7be4usUPkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"T Ramesh, HJ Siegel, B Khemka, R Friese, S Pasricha, ...","2014 Seventh International Conference on Contemporary Computing (IC3) 7-9 August, Noida, India",,"computer.org","","https://www.computer.org/csdl/proceedings-article/ic3/2014/06897137/12OmNvFHfG8","",104,"2025-12-30 10:15:01","","","","",,,,,0,0.00,0,6,,"Table of contents Toggle navigation IEEE Computer Society Digital Library Jobs Tech News Resource Center Press Room Advertising About Us IEEE IEEE Computer Society IEEE …","https://ieeexplore.ieee.org/iel7/6892117/6897132/06897137.pdf","https://scholar.google.com/scholar?q=related:jPUc9eilIHkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"…, WB Wang Biao, SP Shitala Prasad","A cross-border detection algorithm for agricultural spraying UAV.",2019,"","cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/20193325425","",105,"2025-12-30 10:15:01","","10.5555/20193325425","","",,,,,0,0.00,0,3,6,"In the agriculture sector, an essential task of spraying unscrewed aerial vehicles (UAVs) is to return as soon as the farmland border is reached. Initially, they need to be manually …","","https://scholar.google.com/scholar?q=related:DUTbeO6g1kEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"KS Kumar, S Prasad, VB Semwal, RC Tripathi","Face Recognition Using AdaBoost Improved Fast PCA Algorithm",,"","","","",107,"2025-12-30 10:15:01","CITATION","","","",,,,,0,0.00,0,4,,"","","https://scholar.google.com/scholar?q=related:8D3v9HAjxJAJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"V Hernández-López, ND Duque-Méndez, ...","11 Assessment of musical representations using",2021,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9611185/","",113,"2025-12-30 10:15:01","CITATION","","","",,,,,0,0.00,0,3,4,"Table of Contents Page 1 IEEE POTENTIALS November/December 2021 ■ 1 November/December 2021 Vol. 40 No. 6 MISSION STATEMENT: IEEE Potentials is the magazine dedicated to …","","https://scholar.google.com/scholar?q=related:14dnAKYvZwUJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"SP Singh","Food Economy of the Early Farming Culture of Baghelkhand",2019,"","sanskritarticle.com","https://sanskritarticle.com/wp-content/uploads/46-25-Prof.Shitala.Prasad.pdf","",115,"2025-12-30 10:15:01","PDF","","","",,,,,0,0.00,0,1,6,"Baghelkhand region occupies an important place in the prehistory of the Country. The region is drained by the rivers such as Tons, Belan, Adwa and the Son, Climate of the region …","https://sanskritarticle.com/wp-content/uploads/46-25-Prof.Shitala.Prasad.pdf","https://scholar.google.com/scholar?q=related:_zKKb0B0U3wJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"SP Singh","Mesolithic culture of Northern Vindhyas",2023,"","sanskritarticle.com","https://sanskritarticle.com/wp-content/uploads/40-51-Dr.Sheetala.Prasad.pdf","",116,"2025-12-30 10:15:01","PDF","","","",,,,,0,0.00,0,1,2,"Northern Vindhyan Plateau, Covering Parts or whole of the districts of Banda, Prayagraj, Mirzapur and Varanasi in Uttar Pradesh, Rewa, Satna and Sidhi in Madhya Pradesh …","https://sanskritarticle.com/wp-content/uploads/40-51-Dr.Sheetala.Prasad.pdf","https://scholar.google.com/scholar?q=related:ItBqtGbiJYEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"SP Tewari, KV Ramesh","Cultural heritage of personal-names and Sanskrit literature",1982,"(No Title)","cir.nii.ac.jp","https://cir.nii.ac.jp/crid/1130282269519680000","",119,"2025-12-30 10:15:01","CITATION","","","",,,,,0,0.00,0,2,43,"Cultural heritage of personal-names and Sanskrit literature | CiNii Research CiNii 国立情報学 研究所 学術情報ナビゲータ[サイニィ] 詳細へ移動 検索フォームへ移動 論文・データをさがす 大学 …","","https://scholar.google.com/scholar?q=related:SsGzKR-7X_EJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
0,"SP Singh","Temple Architecture in the Vindhyan Region",2015,"Ancient Indian religious architecture beyond the …","ixtheo.de","https://ixtheo.de/Record/1746676418","",123,"2025-12-30 10:15:01","CITATION","","","",,,,,0,0.00,0,1,10,"Description: Temple Architecture in the Vindhyan Region :: IxTheo Skip to content IxTheo Home About About us Privacy statement IxTheo AZ Login Language English Deutsch Español …","","https://scholar.google.com/scholar?q=related:_krcoIKjQfoJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"A Abraham, Y Zhang, S Prasad","Smart City-Wide Intelligent Emergency Response System: An Evacuation Management Framework Utilizing Next-Gen Communications and IoT",2024,"2024 IEEE 21st India Council …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10958317/","https://scholar.google.com/scholar?cites=14411385001312961870&as_sdt=2005&sciodt=2007&hl=en",48,"2025-12-30 10:15:01","","","","",,,,,1,1.00,0,3,1,"A smart city solution toward future 6G network deployment allows small and medium-sized enterprises (SMEs), industry, and government entities to connect with the infrastructures and …","https://ieeexplore.ieee.org/iel8/10958211/10958213/10958317.pdf","https://scholar.google.com/scholar?q=related:TsWmzE2G_8cJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"K Cheng, S Prasad, T Chai, W Xue, ...","Local Curvature Optimization for Self-Supervised Image Restoration",2024,"IEEE Signal Processing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10510560/","https://scholar.google.com/scholar?cites=7573991685212569886&as_sdt=2005&sciodt=2007&hl=en",66,"2025-12-30 10:15:01","","","","",,,,,1,1.00,0,5,1,"This letter introduces an innovative approach for image restoration. Our model is primarily motivated by the integration of curvature constraints into a self-supervised convolutional …","https://ieeexplore.ieee.org/iel7/97/4358004/10510560.pdf","https://scholar.google.com/scholar?q=related:HoHbGE85HGkJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"S Prasad, D Lin, Y Li, D Sheng, ...","Rethinking of deep models parameters with respect to data distribution",2021,"2020 25th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9413003/","https://scholar.google.com/scholar?cites=11412491803394892071&as_sdt=2005&sciodt=2007&hl=en",91,"2025-12-30 10:15:01","","","","",,,,,1,0.25,0,5,4,"The performance of deep learning models are driven by various parameters but to tune all of them every time, for every given dataset, is a heuristic practice. In this paper, unlike the …","https://ieeexplore.ieee.org/iel7/9411940/9411911/09413003.pdf","https://scholar.google.com/scholar?q=related:J-FoR9RQYZ4J:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"S Prasad, SK Peddoju, D Ghosh","Efficient plant leaf representations: a comparative study",2017,"TENCON 2017-2017 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8228035/","https://scholar.google.com/scholar?cites=10917052306091240561&as_sdt=2005&sciodt=2007&hl=en",95,"2025-12-30 10:15:01","","","","",,,,,1,0.13,0,3,8,"This paper studies various different ways of representing plant leaves in different feature space to recognize them accurately and efficiently in changing scenario and dimension …","https://ieeexplore.ieee.org/iel7/8169968/8227816/08228035.pdf","https://scholar.google.com/scholar?q=related:cWztOjspgZcJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"PP Singh, S Prasad, G Kalita, J Das, ...","Light Weighted YOLO Vehicle Tracker for Toll Gate Using Centroid Algorithm",2023,"… Conference on Emerging …","Springer","https://link.springer.com/chapter/10.1007/978-981-97-3090-2_16","https://scholar.google.com/scholar?cites=3876338264660326517&as_sdt=2005&sciodt=2007&hl=en",97,"2025-12-30 10:15:01","","10.1007/978-981-97-3090-2_16","","",,,,,1,0.50,0,5,2,"This paper focuses on vehicle detection at highway toll gates. The study involves the detection of vehicles within a custom dataset, which comprises four vehicle classes: car …","","https://scholar.google.com/scholar?q=related:dThVLh2FyzUJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"S Prasad, PP Singh, P Kumar","Momentum Residual Embedding with Angular Marginal Loss for Plant Pathogen Biometrics",2022,"International Conference on Pattern …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-09282-4_11","https://scholar.google.com/scholar?cites=12705323931248154456&as_sdt=2005&sciodt=2007&hl=en",100,"2025-12-30 10:15:01","","10.1007/978-3-031-09282-4_11","","",,,,,1,0.33,0,3,3,"Plant diseases are a considerable threat in the agriculture sector and therefore, early detection and diagnosis of these diseases are very essential. In this paper, we have …","","https://scholar.google.com/scholar?q=related:WNdQvsxgUrAJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"A Mehta, S Prasad, KP Sateesh","Improved Connected Region Based Approach for Extraction of Principal Lines from Palm Images",2013,"Proceedings of Elsevier International Conference of …","","","https://scholar.google.com/scholar?cites=3450435461414091206&as_sdt=2005&sciodt=2007&hl=en",106,"2025-12-30 10:15:01","CITATION","","","",,,,,1,0.08,0,3,12,"","","https://scholar.google.com/scholar?q=related:xnn_XcVo4i8J:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
1,"SP Mishra","Examiner influence in the individual testing situation.",1970,"","elibrary.ru","https://elibrary.ru/item.asp?id=6962399","https://scholar.google.com/scholar?cites=9170358286923168886&as_sdt=2005&sciodt=2007&hl=en",125,"2025-12-30 10:15:01","CITATION","","","",,,,,1,0.02,1,1,55,"","","https://scholar.google.com/scholar?q=related:dnwde0aoQ38J:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"V Gautam, S Prasad, S Sinha","YOLORe-IDNet: An Efficient Multi-camera System for Person-Tracking",2023,"… on Computer Vision and Image Processing","Springer","https://link.springer.com/chapter/10.1007/978-3-031-58181-6_16","https://scholar.google.com/scholar?cites=4372449729016688746&as_sdt=2005&sciodt=2007&hl=en",61,"2025-12-30 10:15:01","","10.1007/978-3-031-58181-6_16","","",,,,,2,1.00,1,3,2,"The growing need for video surveillance in public spaces has created a demand for systems that can track individuals across multiple camera feeds in real-time. While existing tracking …","https://arxiv.org/pdf/2309.13387","https://scholar.google.com/scholar?q=related:avBKwNwPrjwJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"A Abraham, CB Math, S Prasad, M Sharma","Real-time traffic accident detection for an intelligent mobility in smart cities",2023,"Internet of Everything for …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-34601-9_9","https://scholar.google.com/scholar?cites=13318075160492856055&as_sdt=2005&sciodt=2007&hl=en",65,"2025-12-30 10:15:01","","10.1007/978-3-031-34601-9_9","","",,,,,2,1.00,1,4,2,"Traffic accidents are a major cause of death around the world. Traffic accidents lead to traffic congestion and occur frequently in urban scenarios. In this, traffic accidents are one of the …","https://cathi.uacj.mx/bitstream/handle/20.500.11961/26604/Book%20Internet%20of%20Everything%20for%20Smart%20City%20and%20Smart%20Healthcare%20Applications.pdf?sequence=1&isAllowed=y#page=157","https://scholar.google.com/scholar?q=related:91Ih2ctO07gJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"X Xu, S Prasad, K Cheng, AW Kin Kong","Using double attention for text tattoo localisation",2022,"IET Biometrics","Wiley Online Library","https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/bme2.12071","https://scholar.google.com/scholar?cites=13929135964453472569&as_sdt=2005&sciodt=2007&hl=en",70,"2025-12-30 10:15:01","","10.1049/bme2.12071","","",,,,,2,0.67,1,4,3,"Text tattoos contain rich information about an individual for forensic investigation. To extract this information, text tattoo localisation is the first and essential step. Previous tattoo studies …","https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/bme2.12071","https://scholar.google.com/scholar?q=related:OQleJVw7TsEJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"PP Singh, P Ramchiary, JI Bora, R Bhuyan, ...","An ensemble approach for moving vehicle detection and tracking by using Ni vision module",2022,"… on Computer Vision and …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-31417-9_54","https://scholar.google.com/scholar?cites=8604269701436447038&as_sdt=2005&sciodt=2007&hl=en",73,"2025-12-30 10:15:01","","10.1007/978-3-031-31417-9_54","","",,,,,2,0.67,0,5,3,"In the recent years, surveillance systems and video monitoring have been largely used for the management of traffic. Acquired images and video clips from the road traffic can be …","","https://scholar.google.com/scholar?q=related:PpnGwbSBaHcJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"S Prasad, C Tang, Y Zhang, B Wang","FAV-Net: A Simple Single-Shot Self-attention Based ForeArm-Vein Biometric",2022,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-31417-9_34","https://scholar.google.com/scholar?cites=12691619458001535562&as_sdt=2005&sciodt=2007&hl=en",76,"2025-12-30 10:15:01","","10.1007/978-3-031-31417-9_34","","",,,,,2,0.67,1,4,3,"One of the most challenging tasks in deep feature representation is the amount of data required for training. The fields like forearm-vein biometric, data collection is too difficult plus …","","https://scholar.google.com/scholar?q=related:SgKeaqewIbAJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"V Gautam, S Sinha, S Prasad","VATML: Towards On Device Ventricular Arrhythmia Detection Using TinyML",2024,"2024 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10884119/","https://scholar.google.com/scholar?cites=13481233030044355164&as_sdt=2005&sciodt=2007&hl=en",77,"2025-12-30 10:15:01","","","","",,,,,2,2.00,1,3,1,"Cardiac arrhythmias pose a significant health risk, underscoring the critical need for precise detection. This paper introduces “VATML: Ventricular Arrhythmia Detection using TinyML” …","https://ieeexplore.ieee.org/iel8/10883943/10884076/10884119.pdf","https://scholar.google.com/scholar?q=related:XIoOogP2FrsJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"V Gautam, S Prasad, S Sinha","Joint-YODNet: A Light-Weight Object Detector for UAVs to Achieve Above 100fps",2023,"… on Computer Vision and Image Processing","Springer","https://link.springer.com/chapter/10.1007/978-3-031-58174-8_47","https://scholar.google.com/scholar?cites=9744395221382832350&as_sdt=2005&sciodt=2007&hl=en",82,"2025-12-30 10:15:01","","10.1007/978-3-031-58174-8_47","","",,,,,2,1.00,1,3,2,"Small object detection via UAV (Unmanned Aerial Vehicle) images captured from drones and radar is a complex task. This domain encompasses numerous complexities, including …","https://arxiv.org/pdf/2309.15782","https://scholar.google.com/scholar?q=related:3qCJadMLO4cJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"S Prasad, SK Peddoju, D Ghosh","Mask Region Grow segmentation algorithm for low-computing devices",2016,"2016 Twenty Second …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7561200/","https://scholar.google.com/scholar?cites=8266063545464471219&as_sdt=2005&sciodt=2007&hl=en",83,"2025-12-30 10:15:01","","","","",,,,,2,0.22,1,3,9,"In this paper, we present an efficient and accurate mobile-based mask region grow (MRG) algorithm for natural scene segmentation. The algorithm is divided into three modules: first …","","https://scholar.google.com/scholar?q=related:sz43xv_0tnIJ:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
2,"PP Singh, S Prasad","A Hybrid Adaptive Image Retrieval Approach by Using Clustering and Neural Network Techniques",2022,"International Conference on Frontiers of Intelligent …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-7524-0_35","https://scholar.google.com/scholar?cites=9096733673370413441&as_sdt=2005&sciodt=2007&hl=en",89,"2025-12-30 10:15:01","","10.1007/978-981-19-7524-0_35","","",,,,,2,0.67,1,2,3,"In the current era, an accurate image retrieval system is required to resolve the problem of enormous image information in applications. Importance of image content is quite relevant in …","","https://scholar.google.com/scholar?q=related:gemTURQXPn4J:scholar.google.com/&scioq=author:%22shitala+prasad%22&hl=en&as_sdt=2007"
